package_id,created_at,test_week,clickability_test_id,headline,eyecatcher_id,impressions,clicks,ctr,first_place,winner,is_highest_ctr,headline_num_persons,headline_num_orgs,headline_num_gpes,headline_has_person,headline_has_org,headline_has_gpe,headline_has_money,starts_with_verb,starts_with_pronoun,starts_with_number,num_pronouns,num_chars,num_tokens,avg_token_len,ends_with_qmark,ends_with_exclaim,has_quote,has_all_caps_word,num_nouns,num_verbs,num_adjs,num_advs,headline_imperative_verb,headline_has_curiosity_word,headline_curiosity_similarity,headline_has_intensity_word,headline_intensity_similarity,neg,neu,pos,compound,created_at_dayofweek,created_at_hourofday,test_group_size,read_flesch,read_coleman,specificity_tfidf,topic_bertopic
26339,2014-09-22 22:58:21.685,201438,5420a98902c5bfa501000057,She Was Offering Her Breast To More Than One Pair Of Eager Lips. It Made Her Feel Some Things.,54207b6202c5bf386500002a,6891,70,0.0101581773327528,False,False,False,0,0,0,False,False,False,False,False,True,False,4,94,21,3.619047619047619,False,False,False,False,5,4,1,0,False,False,0.8763087391853333,False,0.8763087391853333,0.0,0.878,0.122,0.3612,0,22,4,99.23460526315787,3.673684210526318,0.3670127166623698,-1
26357,2014-09-23 13:30:24.183,201438,542175e91afbe8d5c6000095,She Was Offering Her Breast To More Than One Pair Of Eager Lips. It Made Her Feel Some Things.,5420ae6d1afbe8d5c6000053,4472,56,0.0125223613595706,False,False,False,0,0,0,False,False,False,False,False,True,False,4,94,21,3.619047619047619,False,False,False,False,5,4,1,0,False,False,0.8763087391853333,False,0.8763087391853333,0.0,0.878,0.122,0.3612,1,13,5,99.23460526315787,3.673684210526318,0.3670127166623698,-1
26358,2014-09-23 13:30:43.201,201438,542175e91afbe8d5c6000095,She Was Offering Her Breast To More Than One Pair Of Demanding Lips. It Made Her Feel Some Things.,5420ae6d1afbe8d5c6000053,4595,52,0.0113166485310119,False,False,False,0,0,0,False,False,False,False,False,True,False,4,98,21,3.8095238095238098,False,False,False,False,5,4,1,0,False,False,0.8716302514076233,False,0.8716302514076233,0.095,0.905,0.0,-0.2263,1,13,5,94.78197368421051,4.894736842105264,0.3669115604039937,-1
26361,2014-09-23 13:38:29.741,201438,542177ba1afbe8d5c600009e,A Game We Played As Kids Has More Relevance Than You Might Think,54216c1b1afbe88d7300009c,4589,45,0.0098060579646981,False,False,False,0,0,0,False,False,False,False,False,False,False,2,64,13,4.0,False,False,False,False,3,4,1,0,False,False,0.8378204107284546,False,0.8378204107284546,0.0,0.821,0.179,0.34,1,13,8,96.02461538461542,5.123076923076926,0.4131444290655704,1
26362,2014-09-23 13:42:31.469,201438,542177ba1afbe8d5c600009e,Hear This Guy Spin A Popular Kids' Game Into A Real And Inspiring Message,54216c1b1afbe88d7300009c,4639,23,0.0049579650786807,False,False,False,1,0,0,True,False,False,False,True,False,False,0,73,15,4.0,False,False,True,False,8,1,0,0,True,False,0.8557409644126892,False,0.8557409644126892,0.0,0.641,0.359,0.6808,1,13,8,71.76785714285715,6.528571428571432,0.3230313706113714,1
26363,2014-09-23 13:43:29.990,201438,542177ba1afbe8d5c600009e,Ever Play 'Hangman'? Listen To This Guy Reveal The Truth Behind The Game.,54216c1b1afbe88d7300009c,4566,56,0.0122645641699518,True,False,True,0,0,0,False,False,False,False,False,False,False,0,73,17,3.588235294117647,False,False,True,False,4,3,0,1,True,False,0.8904001116752625,False,0.8904001116752625,0.0,0.701,0.299,0.5719,1,13,8,83.09903846153848,5.076923076923084,0.3650191072672318,34
26364,2014-09-23 13:44:50.910,201438,542177ba1afbe8d5c600009e,"You Played It When You Were A Kid. You're Still Playing It Now, But It's Real.",54216c1b1afbe88d7300009c,4731,35,0.0073980131050517,False,False,False,0,0,0,False,False,False,False,False,True,False,6,78,21,3.0,False,False,True,False,1,5,1,2,False,False,0.9658079743385316,False,0.9658079743385316,0.0,0.807,0.193,0.2732,1,13,8,108.8275,1.525000000000002,0.4928760999431065,26
26365,2014-09-23 13:46:04.206,201438,542177ba1afbe8d5c600009e,'Hangman' Just Reminded Me Of How Crucial It Is To Choose Our Words Wisely,54216c1b1afbe88d7300009c,4632,24,0.005181347150259,False,False,False,0,0,0,False,False,False,False,False,False,False,3,74,16,3.8125,False,False,True,False,2,3,1,2,False,False,0.8446224927902222,False,0.8446224927902222,0.0,0.823,0.177,0.4215,1,13,8,71.76785714285715,6.528571428571432,0.3611041685369016,34
26366,2014-09-23 13:46:09.975,201438,5421783eac4191e3a600006f,"After Watching His Country Execute A Child, He Spent His Life Trying To Stop It.",542175b41afbe8fce40000db,4605,27,0.0058631921824104,False,False,False,0,0,0,False,False,False,False,False,False,False,4,80,17,3.8823529411764706,False,False,False,False,3,5,0,0,False,False,0.8438195586204529,False,0.8438195586204529,0.145,0.855,0.0,-0.296,1,13,4,73.17000000000003,6.973333333333336,0.3368469886454424,0
26368,2014-09-23 14:28:03.853,201438,542181d61afbe8fce40000e5,"What Happens In A Ghost Town of 28,000 Acres And 5,700 Buildings?",5420cf19ac4191a30d00001f,4634,12,0.002589555459646,False,False,False,0,0,0,False,False,False,False,False,True,False,1,65,13,4.153846153846154,True,False,False,False,4,1,0,0,False,False,0.7560877799987793,False,0.7560877799987793,0.187,0.813,0.0,-0.3182,1,14,4,88.905,6.383333333333336,0.3440298734576089,10
26385,2014-09-24 21:34:45.845,201438,54233529a7d2af5fe30000f1,Watch An Incredible Young Woman Bring A Room Full Of World Leaders To Tears,5423377fa369ffe8c60000e1,6798,49,0.0072080023536334,True,False,False,0,0,0,False,False,False,False,True,False,False,0,75,14,4.428571428571429,False,False,False,False,7,2,1,0,True,False,0.6906324028968811,False,0.6906324028968811,0.137,0.863,0.0,-0.2263,2,21,6,77.81071428571428,7.771428571428576,0.327230703792138,0
26386,2014-09-23 14:30:34.778,201438,542181d61afbe8fce40000e5,"35,000 People Lived Here Until 1994. After They Departed, Some Strange Things Got Left Behind.",5420cf19ac4191a30d00001f,4651,29,0.0062352182326381,True,False,True,0,0,0,False,False,False,False,False,False,True,1,94,18,4.444444444444445,False,False,False,False,2,4,1,2,False,False,0.8891580104827881,False,0.8891580104827881,0.114,0.886,0.0,-0.2023,1,14,4,80.78250000000001,9.64,0.2987568903557501,-1
26387,2014-09-23 14:34:14.618,201438,542181d61afbe8fce40000e5,"It's Riddled With Unexploded Ordnance And Crumbling Buildings, But Strangest Is The Impossible City",5420cf19ac4191a30d00001f,4639,13,0.0028023280879499,False,False,False,0,0,0,False,False,False,False,False,True,False,1,99,16,5.375,False,False,True,False,7,3,0,0,False,False,0.8315758109092712,False,0.8315758109092712,0.0,1.0,0.0,0.0,1,14,4,29.467857142857156,16.88571428571429,0.3471547514997669,10
26403,2014-09-23 20:56:55.645,201438,542195061afbe868480000c9,A Guy Thought It'd Be Funny To Assault Women On The Street. Another Guy Took Issue.,542115741afbe88d73000084,7238,99,0.0136778115501519,False,False,False,0,0,0,False,False,False,False,False,False,False,1,83,19,3.5789473684210527,False,False,True,False,6,4,1,0,False,False,0.8761541843414307,False,0.8761541843414307,0.193,0.66,0.147,-0.2263,1,20,4,77.1025,4.0625,0.3453050451246863,12
26408,2014-09-24 22:27:15.193,201438,542343e1fc77addec400000d,Watch This Incredible Young Mother Bring A Room Full Of World Leaders To Tears,5423400bfc77ad299f000005,3830,33,0.0086161879895561,False,False,False,0,0,0,False,False,False,False,True,False,False,0,78,14,4.642857142857143,False,False,False,False,7,2,1,0,True,False,0.7223973870277405,False,0.7223973870277405,0.137,0.863,0.0,-0.2263,2,22,7,77.81071428571428,9.01428571428572,0.3285183452345482,0
26418,2014-09-23 23:34:53.133,201438,54209f2302c5bfd15c00004e,I've Gotta Admit: This 1 Minute Ad Hit Me Right In The Gut. And All Thanks To A Whimpering Dog.,542066271afbe8fce4000002,7147,50,0.006995942353435,False,False,False,0,0,0,False,False,False,False,False,True,False,2,95,25,3.04,False,False,True,False,6,4,0,1,False,False,0.8978215456008911,False,0.8978215456008911,0.0,0.773,0.227,0.5719,1,23,7,90.935,2.120000000000001,0.2914494388860919,4
26430,2014-09-24 01:33:45.051,201438,54221f79a369ff0a1900002c,What Happens If You Don’t Pay Off Your Student Loans? Bad Things. Bad Things Happen.,5421e091ac4191e3a60000fe,7217,23,0.0031869197727587,False,False,False,0,0,0,False,False,False,False,False,True,False,3,84,19,3.6842105263157894,False,False,True,False,4,4,2,0,False,False,0.9474934935569764,False,0.9474934935569764,0.412,0.588,0.0,-0.8126,2,1,5,97.7025,5.773333333333337,0.3392620690962956,1
26431,2014-09-24 01:34:33.844,201438,54221f79a369ff0a1900002c,What Happens If You Don’t Pay Off Your Student Loans? Bad Things. Bad Things Happen.,5421e091ac41912b710000ca,7289,12,0.0016463163671285,False,False,False,0,0,0,False,False,False,False,False,True,False,3,84,19,3.6842105263157894,False,False,True,False,4,4,2,0,False,False,0.9474934935569764,False,0.9474934935569764,0.412,0.588,0.0,-0.8126,2,1,5,97.7025,5.773333333333337,0.3392620690962956,1
26441,2014-09-24 03:15:03.565,201438,542235f9a369ff3dba000041,"Next Time You're At A Gay Pride Event, Look Out For It. If You See It, Stop It.",542197d9ac41912b7100006f,7188,49,0.0068169170840289,True,False,True,0,1,0,False,True,False,False,False,False,False,5,79,23,2.6956521739130435,False,False,True,False,5,4,1,0,True,False,0.9734837412834167,False,0.9734837412834167,0.112,0.765,0.122,0.0516,2,3,8,108.40000000000002,-0.7222222222222214,0.3928299502654996,-1
26453,2014-09-24 13:25:35.761,201438,5422c64fa7d2af4765000077,"Next Time You're At A Gay Pride Event, Look Out For It. If You See It, Stop It.",542197da1afbe83d400000d0,6534,39,0.0059687786960514,False,False,False,0,1,0,False,True,False,False,False,False,False,5,79,23,2.6956521739130435,False,False,True,False,5,4,1,0,True,False,0.9734837412834167,False,0.9734837412834167,0.112,0.765,0.122,0.0516,2,13,7,108.40000000000002,-0.7222222222222214,0.3928299502654996,-1
26455,2014-09-24 13:54:11.886,201438,5422c64fa7d2af4765000077,"Next Time You're At A Gay Pride Event, Look Out For It. If You See It, Stop It.",542197da1afbe83d400000d0,6301,36,0.0057133788287573,False,False,False,0,1,0,False,True,False,False,False,False,False,5,79,23,2.6956521739130435,False,False,True,False,5,4,1,0,True,False,0.9734837412834167,False,0.9734837412834167,0.112,0.765,0.122,0.0516,2,13,7,108.40000000000002,-0.7222222222222214,0.3928299502654996,-1
26456,2014-09-24 15:00:16.163,201438,5421c542ac41912b710000a9,"It Seems Like A Harmless Word To Say To Someone Who Looks Bummed, But Maybe We Should Stop",5421c7a97f5b52a833000014,5754,77,0.0133819951338199,False,False,False,0,0,0,False,False,False,False,False,True,False,4,90,19,3.8421052631578942,False,False,False,False,2,5,1,1,False,False,0.8941951990127563,False,0.8941951990127563,0.14,0.698,0.162,-0.1406,2,15,5,89.865,5.755555555555556,0.3349467071351379,-1
26463,2014-09-24 16:08:03.527,201438,5422ea68a369ff59380000a7,Put 3 Women In A Room And 1 Will Have A Story That Chills You To The Bone. That's Why They Did It.,5422ec4ba7d2afb2420000c1,7308,49,0.0067049808429118,False,False,False,0,0,0,False,False,False,False,True,False,False,5,98,26,2.923076923076923,False,False,True,False,5,6,0,0,True,False,0.9089908599853516,False,0.9089908599853516,0.0,1.0,0.0,0.0,2,16,7,103.2059782608696,0.0347826086956502,0.3944466470040719,2
26464,2014-09-24 16:08:44.056,201438,5422ea68a369ff59380000a7,Put 3 Women In A Room And 1 Will Have A Story That Chills You To The Bone. That's Why They Did It.,54222b6ba369ff0a19000035,7316,26,0.0035538545653362,False,False,False,0,0,0,False,False,False,False,True,False,False,5,98,26,2.923076923076923,False,False,True,False,5,6,0,0,True,False,0.9089908599853516,False,0.9089908599853516,0.0,1.0,0.0,0.0,2,16,7,103.2059782608696,0.0347826086956502,0.3944466470040719,2
26476,2014-09-24 20:03:20.751,201438,5423215fa369ff3dba0000e1,That One Where The Actress From ‘Friends’ Acts Out A Drunk History Secret,542322b3a369ffe6fc000016,6725,31,0.0046096654275092,True,False,False,0,0,0,False,False,False,False,False,False,False,0,73,15,4.066666666666666,False,False,True,False,5,1,0,0,False,False,0.8825506567955017,False,0.8825506567955017,0.179,0.821,0.0,-0.34,2,20,6,83.0092307692308,8.246153846153845,0.4037996113412311,0
26477,2014-09-24 20:04:47.200,201438,5423215fa369ff3dba0000e1,You Know The Saying 'Behind Every Great Man Stands A Great Woman'? This Time Was F’Real.,542322b3a369ffe6fc000016,6955,22,0.0031631919482386,False,False,False,0,0,0,False,False,False,False,False,True,False,1,88,20,3.65,False,False,True,False,6,3,1,0,False,False,0.889578104019165,True,0.889578104019165,0.0,0.613,0.387,0.8481,2,20,6,82.39000000000001,5.150000000000002,0.3315657853929212,2
26478,2014-09-24 20:05:43.620,201438,5423215fa369ff3dba0000e1,One Woman’s Crazy Scheme To Secretly Run America … Worked Out Awesome,542322b3a369ffe6fc000016,6775,28,0.0041328413284132,False,False,False,0,0,0,False,False,False,False,False,False,True,0,69,13,4.461538461538462,False,False,True,False,5,2,0,1,False,False,0.8429911136627197,True,0.8429911136627197,0.155,0.581,0.265,0.4019,2,20,6,49.54272727272729,11.036363636363635,0.3440826944650132,0
26479,2014-09-24 21:32:34.690,201438,54233529a7d2af5fe30000f1,She Was Selected From Over 500 Candidates To Speak To The United Nations Today. And She Nailed It.,5423377fa369ffe8c60000e1,6776,34,0.0050177095631641,False,False,False,0,1,0,False,True,False,False,False,True,False,3,98,20,4.05,False,False,False,False,4,4,0,0,False,False,0.778019905090332,False,0.778019905090332,0.0,0.859,0.141,0.4215,2,21,6,70.80000000000003,6.366666666666671,0.345474340703582,0
26480,2014-09-24 21:33:41.904,201438,54233529a7d2af5fe30000f1,This Young Mother Delivers A Powerful Message To The UN About Her Vanishing Country,5423377fa369ffe8c60000e1,6824,27,0.0039566236811254,False,False,False,0,1,0,False,True,False,False,False,False,False,1,83,14,5.0,False,False,False,True,6,1,1,0,False,False,0.7579646110534668,False,0.7579646110534668,0.0,0.811,0.189,0.4215,2,21,6,47.59642857142859,11.085714285714284,0.3658173855979509,0
26485,2014-09-24 22:23:32.924,201438,542343e1fc77addec400000d,Watch An Incredible Young Woman Bring A Room Full Of World Leaders To Tears With Her Touching Poem,5423400bfc77ad299f000005,3818,28,0.0073336825563122,False,False,False,0,0,0,False,False,False,False,True,False,False,1,98,18,4.5,False,False,False,False,8,2,2,0,True,False,0.6694643497467041,False,0.6694643497467041,0.106,0.894,0.0,-0.2263,2,22,7,71.06500000000001,8.655555555555555,0.2955202123115474,0
26486,2014-09-24 22:24:16.443,201438,542343e1fc77addec400000d,Watch An Incredible Young Woman Bring A Room Full Of World Leaders To Tears,5423400bfc77ad299f000005,3972,44,0.0110775427995971,False,False,True,0,0,0,False,False,False,False,True,False,False,0,75,14,4.428571428571429,False,False,False,False,7,2,1,0,True,False,0.6906324028968811,False,0.6906324028968811,0.137,0.863,0.0,-0.2263,2,22,7,77.81071428571428,7.771428571428576,0.327230703792138,0
26487,2014-09-24 22:25:15.668,201438,542343e1fc77addec400000d,Watch An Incredible Young Woman Bring A Room Full Of World Leaders To A Standing Ovation,5423400bfc77ad299f000005,3807,40,0.0105069608615707,False,False,False,0,0,0,False,False,False,False,True,False,False,0,88,16,4.5625,False,False,False,False,8,2,1,0,True,False,0.7342469692230225,False,0.7342469692230225,0.0,1.0,0.0,0.0,2,22,7,63.69500000000001,8.8125,0.3094062884892493,0
26491,2014-09-24 23:17:56.391,201438,54230e1ba369ff59380000db,What He Has To Say About White People With Dreadlocks Isn't What Some Might Expect,54233239a7d2af1bc70000e0,3626,30,0.0082735797021511,True,False,True,0,0,0,False,False,False,False,False,True,False,4,82,16,4.25,False,False,True,False,3,5,0,0,False,False,0.915665864944458,False,0.915665864944458,0.079,0.921,0.0,-0.0516,2,23,6,78.81000000000003,8.133333333333336,0.3927119848867086,-1
26492,2014-09-25 00:01:18.637,201438,54230e1ba369ff59380000db,White Folks In Blackface? Bad. White Rappers? Bring 'Em On. White People With Dreadlocks? Well...,54233239a7d2af1bc70000e0,3419,19,0.0055571804621234,False,False,False,0,1,0,False,True,False,False,False,False,False,0,97,22,3.772727272727273,False,False,True,False,9,1,1,0,True,False,0.8647662401199341,False,0.8647662401199341,0.287,0.713,0.0,-0.6416,3,0,6,94.60000000000004,6.893333333333334,0.308071579105509,-1
26499,2014-09-25 01:46:47.185,201438,54230e1ba369ff59380000db,They Thought Being Black Guy With Dreadlocks Made Him An Authority On Dreadlocks. Haha!,54233239a7d2af1bc70000e0,3573,12,0.0033585222502099,False,False,False,0,0,0,False,False,False,False,False,True,False,2,87,16,4.625,False,True,False,False,5,3,0,0,False,False,0.828834593296051,False,0.828834593296051,0.141,0.589,0.27,0.4926,3,1,6,65.72500000000001,11.914285714285718,0.3616793770898126,-1
26500,2014-09-25 03:06:14.473,201438,54238329f8392f283000004f,How That Popular Saturday Activity Might Be Giving You The Sunday Blues,541afe192a0277fcff00007a,3669,7,0.0019078768056691,False,False,False,0,0,0,False,False,False,False,False,False,False,1,71,12,5.0,False,False,False,False,4,3,1,0,False,False,0.8352985978126526,False,0.8352985978126526,0.0,0.658,0.342,0.6369,3,3,6,46.60500000000002,10.733333333333334,0.402632460864023,-1
26531,2014-09-25 16:20:57.816,201438,5424408eb3a4c3853a000045,The Crazy Scientist Behind One Of The Most-Watched TED Talks Explains Ebola In 90 Seconds,54242ddf996e906e1a00002c,4693,46,0.0098018325165139,True,False,True,0,0,0,False,False,False,False,False,False,False,0,89,17,4.411764705882353,False,False,False,True,6,2,0,1,False,False,0.7507430911064148,False,0.7507430911064148,0.146,0.854,0.0,-0.34,3,16,5,56.25000000000003,10.840000000000003,0.3316045313978852,35
26532,2014-09-25 16:21:54.747,201438,5424408eb3a4c3853a000045,The Crazy Scientist Behind One Of The Most-Watched TED Talks Explains Ebola In 90 Seconds,54242ddf996e906e1a00002c,4780,29,0.0060669456066945,False,False,False,0,0,0,False,False,False,False,False,False,False,0,89,17,4.411764705882353,False,False,False,True,6,2,0,1,False,False,0.7507430911064148,False,0.7507430911064148,0.146,0.854,0.0,-0.34,3,16,5,56.25000000000003,10.840000000000003,0.3316045313978852,35
26533,2014-09-25 16:31:30.305,201438,54244226b3a4c3853a00004b,"After Less Than Two Minutes, You'll Be Shouting At The Twist",542442ccb3a4c31453000072,4337,43,0.0099146875720544,True,False,True,0,0,0,False,False,False,False,False,False,False,1,60,13,3.8461538461538463,False,False,True,False,3,3,1,0,False,False,0.7379167079925537,False,0.7379167079925537,0.0,1.0,0.0,0.0,3,16,6,87.99727272727276,6.818181818181817,0.4791571092569091,4
26534,2014-09-25 16:31:55.445,201438,54244226b3a4c3853a00004b,"This Video Starts Off As A Race, But That's Not The Point At All",542442ccb3a4c31453000072,4181,31,0.0074144941401578,False,False,False,0,0,0,False,False,False,False,False,False,False,1,64,16,3.1875,False,False,True,False,3,2,0,1,False,False,0.8980629444122314,False,0.8980629444122314,0.0,1.0,0.0,0.0,3,16,6,95.93928571428572,2.385714285714286,0.4942984345245352,5
26557,2014-09-25 16:33:00.746,201438,54243ae1b3a4c3145300005c,A Fan Called Her Ugly And Fat. Her Response Made Me Laugh Out Loud.,542444ac996e90e2c400005c,4231,61,0.0144173954147955,False,False,False,0,0,0,False,False,False,False,False,False,False,3,67,16,3.375,False,False,False,False,6,3,0,0,False,False,0.8920867443084717,False,0.8920867443084717,0.172,0.521,0.307,0.3818,3,16,5,103.04428571428576,1.514285714285716,0.3754245699028714,0
26580,2014-09-25 22:17:08.105,201438,542493dd996e9068760000dc,"America Wouldn’t Accept His Views, So He Exported Them. I'm Still Ashamed.",54249434b3a4c33d650000a4,4128,21,0.0050872093023255,True,False,False,0,0,1,False,False,True,False,False,False,False,4,74,17,3.7058823529411766,False,False,True,False,2,4,1,1,False,False,0.875163733959198,False,0.875163733959198,0.197,0.637,0.166,-0.128,3,22,4,59.745000000000005,7.300000000000001,0.3986355904344389,0
26581,2014-09-25 22:46:42.960,201438,542493dd996e9068760000dc,"When American's Wouldn't Do What He Wanted, He Took It Across The Ocean.",54249434b3a4c33d650000a4,4170,22,0.0052757793764988,False,False,True,0,0,0,False,False,False,False,False,False,False,4,72,17,3.5294117647058822,False,False,True,False,2,4,0,0,False,False,0.924326479434967,False,0.924326479434967,0.0,1.0,0.0,0.0,3,22,4,63.486153846153854,6.907692307692308,0.4436110193413577,-1
26600,2014-09-26 04:35:53.231,201438,5424ed09996e9056b800010a,"If You've Ever Worried About Not Being Pretty, This Song Is For You",5421dd487f5b52b79e000025,3620,33,0.0091160220994475,False,False,False,0,0,0,False,False,False,False,False,False,False,2,67,15,3.6666666666666665,False,False,True,False,1,3,2,1,False,False,0.9338654279708862,False,0.9338654279708862,0.305,0.695,0.0,-0.5897,4,4,6,76.50153846153849,5.569230769230771,0.4898897608097309,-1
26614,2014-09-26 13:12:33.770,201438,54256641f3cf611a4100000e,He Has 1 Of The Most Famous Voices In The World. We Have To Listen Before It's Too Late.,5424579eb3a4c3cbbe000076,3812,34,0.008919202518363,True,False,False,0,1,0,False,True,False,False,False,True,False,3,88,22,3.1818181818181817,False,False,True,False,2,4,2,2,False,False,0.8878008127212524,False,0.8878008127212524,0.0,1.0,0.0,0.0,4,13,2,94.78197368421051,1.5368421052631582,0.4363507653440281,9
26633,2014-09-26 14:18:52.330,201438,54257296f3cf61a877000024,"I Thought I Knew A Lot About Dogs, But I Couldn't Answer The 7 Most Important Questions",5425756fecbb47e240000021,4266,15,0.0035161744022503,False,False,False,0,0,0,False,False,False,False,False,True,False,3,87,19,3.736842105263158,False,False,True,False,3,4,1,1,False,False,0.914312481880188,False,0.914312481880188,0.0,0.806,0.194,0.3898,4,14,5,75.12117647058825,6.0,0.3516478614878077,4
26634,2014-09-26 14:22:57.775,201438,542576c1ecbb47b3c0000012,Obamacare Just Closed A Major Tax Loophole And Almost Nobody Noticed,542562a1f3cf61e7ab00000b,4666,15,0.0032147449635662,False,False,False,0,0,0,False,False,False,False,False,False,False,1,68,11,5.2727272727272725,False,False,False,False,4,2,0,2,False,False,0.803702175617218,False,0.803702175617218,0.0,1.0,0.0,0.0,4,14,4,57.23363636363638,12.09090909090909,0.3680425836134965,38
26635,2014-09-26 14:24:16.217,201438,542576c1ecbb47b3c0000012,Obamacare Just Closed A Major Tax Loophole And Almost Nobody Noticed,542576daf3cf61f95d000021,4535,15,0.0033076074972436,False,False,False,0,0,0,False,False,False,False,False,False,False,1,68,11,5.2727272727272725,False,False,False,False,4,2,0,2,False,False,0.803702175617218,False,0.803702175617218,0.0,1.0,0.0,0.0,4,14,4,57.23363636363638,12.09090909090909,0.3680425836134965,38
26682,2014-09-27 01:18:07.971,201438,54261019ecbb4719cb000088,"If You've Ever Worried About Not Being Pretty, This Song Is For You",5421dc6c7f5b52106900003e,4399,38,0.0086383268924755,False,False,False,0,0,0,False,False,False,False,False,False,False,2,67,15,3.6666666666666665,False,False,True,False,1,3,2,1,False,False,0.9338654279708862,False,0.9338654279708862,0.305,0.695,0.0,-0.5897,5,1,5,76.50153846153849,5.569230769230771,0.4898897608097309,-1
26689,2014-09-26 21:58:01.742,201438,54259e3aecbb47b8c1000048,It's What Happens When California Scientists Stop Talking Start Mapping,5424ff56b3a4c33d65000103,5647,13,0.0023021073136178,False,False,False,0,0,1,False,False,True,False,False,True,False,2,71,11,5.636363636363637,False,False,True,False,4,4,0,0,False,False,0.9468784928321838,False,0.9468784928321838,0.196,0.804,0.0,-0.296,4,21,6,44.405,16.62,0.362234767285972,-1
26693,2014-09-27 00:20:07.099,201438,542602a4ecbb47e04e00006a,"If You've Ever Worried About Not Being Pretty, This Song Is For You",5421dc6c7f5b52106900003e,4320,38,0.0087962962962962,False,False,False,0,0,0,False,False,False,False,False,False,False,2,67,15,3.6666666666666665,False,False,True,False,1,3,2,1,False,False,0.9338654279708862,False,0.9338654279708862,0.305,0.695,0.0,-0.5897,5,0,5,76.50153846153849,5.569230769230771,0.4898897608097309,-1
26694,2014-09-27 00:20:24.194,201438,542602a4ecbb47e04e00006a,"If You've Ever Worried About Not Being Pretty, This Song Is For You",5421dc6c7f5b52106900003e,4316,38,0.0088044485634847,False,False,False,0,0,0,False,False,False,False,False,False,False,2,67,15,3.6666666666666665,False,False,True,False,1,3,2,1,False,False,0.9338654279708862,False,0.9338654279708862,0.305,0.695,0.0,-0.5897,5,0,5,76.50153846153849,5.569230769230771,0.4898897608097309,-1
26695,2014-09-27 00:20:39.717,201438,542602a4ecbb47e04e00006a,"If You've Ever Worried About Not Being Pretty, This Song Is For You",5421dc6c7f5b52106900003e,4336,45,0.0103782287822878,True,False,True,0,0,0,False,False,False,False,False,False,False,2,67,15,3.6666666666666665,False,False,True,False,1,3,2,1,False,False,0.9338654279708862,False,0.9338654279708862,0.305,0.695,0.0,-0.5897,5,0,5,76.50153846153849,5.569230769230771,0.4898897608097309,-1
26696,2014-09-27 00:20:59.896,201438,542602a4ecbb47e04e00006a,"If You've Ever Worried About Not Being Pretty, This Song Is For You",5421dc6c7f5b52106900003e,4189,39,0.0093100978753879,False,False,False,0,0,0,False,False,False,False,False,False,False,2,67,15,3.6666666666666665,False,False,True,False,1,3,2,1,False,False,0.9338654279708862,False,0.9338654279708862,0.305,0.695,0.0,-0.5897,5,0,5,76.50153846153849,5.569230769230771,0.4898897608097309,-1
26697,2014-09-27 01:17:42.949,201438,54261019ecbb4719cb000088,"If You've Ever Worried About Not Being Pretty, This Song Is For You",5421dc6c7f5b52106900003e,4286,41,0.0095660289314045,False,False,False,0,0,0,False,False,False,False,False,False,False,2,67,15,3.6666666666666665,False,False,True,False,1,3,2,1,False,False,0.9338654279708862,False,0.9338654279708862,0.305,0.695,0.0,-0.5897,5,1,5,76.50153846153849,5.569230769230771,0.4898897608097309,-1
26698,2014-09-27 01:18:36.830,201438,54261019ecbb4719cb000088,"If You've Ever Worried About Not Being Pretty, This Song Is For You",5421dc6c7f5b52106900003e,4272,41,0.0095973782771535,False,False,False,0,0,0,False,False,False,False,False,False,False,2,67,15,3.6666666666666665,False,False,True,False,1,3,2,1,False,False,0.9338654279708862,False,0.9338654279708862,0.305,0.695,0.0,-0.5897,5,1,5,76.50153846153849,5.569230769230771,0.4898897608097309,-1
26700,2014-09-27 23:10:50.331,201438,5425b1c10c8e47b599000003,Everyone Should Hear The Reason Why This Two-Time Oscar-Winning Actor Is Returning To TV,5425b0c9f3cf61e60500001a,5434,40,0.0073610599926389,True,False,True,0,0,0,False,False,False,False,False,True,False,1,88,18,4.166666666666667,False,False,False,True,5,5,0,0,False,False,0.8450868725776672,True,0.8450868725776672,0.0,1.0,0.0,0.0,5,23,4,47.59642857142859,12.32857142857143,0.3441973975006622,0
26701,2014-09-27 23:11:16.040,201438,5425b1c10c8e47b599000003,Oscar-Winning Actor Viola Davis’ Reason To Act In A TV Show Is The Best I’ve Ever Heard,5425b0c9f3cf61e60500001a,5366,33,0.0061498322773015,False,False,False,1,1,0,True,True,False,False,False,False,False,1,87,21,3.380952380952381,False,False,True,True,7,5,1,1,False,True,0.7781922817230225,True,0.7781922817230225,0.0,0.781,0.219,0.6369,5,23,4,55.21529411764709,5.658823529411766,0.2940003688798834,0
26710,2014-09-28 01:36:15.107,201439,542765e413c5e5fb54000016,"She Thought: ""No One's Ever Gonna Cast Me In A Sexy Role."" Little Did She Know...",542743aa59290d07fb000009,5357,57,0.0106402837408997,False,False,False,0,0,0,False,False,False,False,False,True,False,3,81,23,2.869565217391304,False,False,True,False,6,4,0,0,False,False,0.9121789932250975,False,0.9121789932250975,0.118,0.699,0.183,0.296,6,1,5,92.965,1.525000000000002,0.3444697747967818,0
